voice_mail_plan,voice_mail_messages,international_mins,customer_service_calls,international_plan,international_calls,international_charge,total_charge,churn
0,0,9.7,2,0,3,2.62,59.02,0
0,0,12.5,3,0,4,3.38,66.7,0
0,0,11.4,4,0,8,3.08,62.39,0
0,0,6.9,2,0,2,1.86,66.48,0
1,22,7.3,2,0,5,1.97,57.71,0
1,30,11.4,2,1,4,3.08,71.64,0
0,0,7.2,1,0,6,1.94,64.48,0
0,0,9.3,1,0,3,2.51,56.22,0
0,0,11.7,2,0,5,3.16,63.58,0
1,38,7.4,0,0,2,2,56.94,0
0,0,13.5,1,0,3,3.65,61.48,0
0,0,14,3,0,11,3.78,56.64,0
1,36,16.4,1,0,5,4.43,62,0
0,0,11.9,2,0,3,3.21,56.04,0
0,0,7.8,1,0,5,2.11,54,0
0,0,9.2,1,0,2,2.48,66.81,0
1,39,12.7,2,0,5,3.43,73.01,0
1,26,13.4,0,0,5,3.62,61.95,0
0,0,8,2,0,1,2.16,72.42,0
0,0,7.2,2,0,5,1.94,73.21,0
1,37,9.5,2,0,8,2.57,62.39,0
1,20,12.1,1,1,4,3.27,57.47,0
0,0,11.4,1,0,3,3.08,60.13,0
0,0,8.8,1,0,8,2.38,61.7,0
1,20,9.4,1,0,2,2.54,65.11,0
1,17,11.4,5,0,3,3.08,67.57,0
0,0,10.4,1,0,6,2.81,59.84,0
0,0,9.1,1,0,5,2.46,64.73,0
1,26,6.6,1,0,8,1.78,56.89,0
0,0,6.4,1,0,2,1.73,47.93,0
0,0,7.8,1,0,1,2.11,60.34,0
0,0,8.7,1,0,5,2.35,68.31,0
0,0,11,1,1,6,2.97,54.27,0
1,32,8.2,3,0,4,2.21,50.83,0
1,29,10.1,0,0,6,2.73,50.04,0
1,23,12.7,3,0,4,3.43,54.18,0
0,0,11,2,0,5,2.97,40.49,0
0,0,9.6,1,0,4,2.59,60.05,0
0,0,11.4,2,0,4,3.08,56.69,0
0,0,9.8,2,0,14,2.65,66.08,0
0,0,13.1,1,0,5,3.54,52.22,0
1,30,9.8,2,0,6,2.65,76.39,0
1,21,9.5,2,0,4,2.57,62.89,0
0,0,10.1,1,0,5,2.73,66.88,0
0,0,8.4,2,0,3,2.27,62.34,0
1,35,15,0,0,5,4.05,72.3,0
1,31,11.4,0,0,4,3.08,58.48,0
0,0,8.7,2,0,6,2.35,59.09,0
1,26,15.2,2,0,4,4.1,66.38,0
0,0,9.7,3,0,2,2.62,67.93,0
0,0,11,1,0,3,2.97,62.57,0
0,0,13.3,1,0,4,3.59,58.51,0
0,0,9.2,0,0,7,2.48,61.93,0
0,0,10.6,1,0,4,2.86,57.43,0
0,0,10.7,1,0,4,2.89,57.55,0
1,20,10.5,0,0,4,2.84,71.14,0
1,26,13.6,6,0,5,3.67,61.28,0
0,0,10.1,2,1,4,2.73,68.23,0
0,0,11,2,1,9,2.97,72.01,0
0,0,10.7,1,1,4,2.89,53.52,0
1,27,9.4,1,0,4,2.54,68.7,0
1,22,11.2,1,0,9,3.02,73.79,0
0,0,10.7,3,0,5,2.89,70.51,0
0,0,11.3,0,0,3,3.05,64.27,0
0,0,11.8,2,0,2,3.19,55.75,0
0,0,10.5,3,0,3,2.84,48.23,0
0,0,14.1,2,0,3,3.81,59.1,0
0,0,9,2,0,3,2.43,51.02,0
0,0,15.1,1,0,2,4.08,63.83,0
0,0,10.8,1,0,4,2.92,66.45,0
1,32,8.4,1,0,2,2.27,51.45,0
1,22,14.6,2,0,5,3.94,65.56,0
1,26,15.9,1,0,5,4.29,51.74,0
1,27,11.3,1,0,2,3.05,74.32,0
0,0,9.4,1,0,5,2.54,69.69,0
0,0,6.5,0,0,4,1.76,72.46,0
0,0,12.6,1,0,3,3.4,73.47,0
0,0,9.8,0,0,4,2.65,73.79,0
0,0,6.8,0,0,4,1.84,57.94,0
0,0,10.2,0,0,5,2.75,51.83,0
1,30,12.1,1,0,3,3.27,48.27,0
1,17,5.8,1,0,3,1.57,62.78,0
0,0,12.1,1,0,4,3.27,63.4,0
0,0,9.9,0,0,6,2.67,59.7,0
0,0,13.1,1,0,4,3.54,41.85,0
0,0,15.3,0,0,5,4.13,65.77,0
1,41,12.4,1,0,4,3.35,50.62,0
0,0,12.1,1,0,5,3.27,69.18,0
0,0,6.6,2,0,6,1.78,43.82,0
0,0,15.1,1,0,3,4.08,62.53,0
0,0,13.1,1,0,3,3.54,56.2,0
1,16,12.7,2,0,3,3.43,49.53,0
0,0,13.1,0,0,5,3.54,33.79,0
0,0,11.7,1,0,4,3.16,57.14,0
1,24,10.1,1,0,6,2.73,46.5,0
0,0,11.3,2,0,3,3.05,56.63,0
0,0,11.6,1,0,6,3.13,58.58,0
0,0,9.4,1,1,9,2.54,58.13,0
0,0,12.2,0,0,4,3.29,58.03,0
0,0,5.5,2,0,2,1.49,61.33,0
0,0,9.9,2,0,3,2.67,61.42,0
0,0,11.8,2,0,2,3.19,66.76,0
0,0,10.2,0,0,3,2.75,64.06,0
0,0,9.4,3,0,3,2.54,35.54,0
1,31,9.7,0,0,4,2.62,65.15,0
1,28,11.9,1,0,8,3.21,73.59,0
1,17,16.1,1,0,5,4.35,69.02,0
0,0,9,3,0,6,2.43,52.44,0
0,0,10.3,5,0,2,2.78,63.43,0
0,0,15.8,1,0,6,4.27,61.01,0
1,19,14.6,1,0,6,3.94,57.49,0
1,51,10,1,0,4,2.7,76.11,0
1,31,10.3,1,0,4,2.78,52.24,0
0,0,9.1,0,0,9,2.46,68.53,0
0,0,9.2,2,0,2,2.48,63.72,0
0,0,10.9,0,0,5,2.94,65.14,0
0,0,9.6,3,0,3,2.59,73.06,0
0,0,7.6,3,0,6,2.05,56.71,0
1,24,9.7,2,0,13,2.62,70.92,0
0,0,6.2,2,0,7,1.67,68.99,0
0,0,12.7,1,0,2,3.43,54.58,0
0,0,9.2,1,0,4,2.48,60.97,0
1,37,11.7,1,0,8,3.16,60.39,0
0,0,9.9,2,0,6,2.67,58.31,0
0,0,14.9,1,0,3,4.02,55.55,0
1,38,13.1,3,0,3,3.54,59.38,0
0,0,12.4,1,0,13,3.35,61.42,0
0,0,8.9,3,0,4,2.4,49.74,0
0,0,9.9,4,0,9,2.67,59.86,0
1,27,11.1,0,0,3,3,69.81,0
0,0,8.2,1,0,5,2.21,48.83,0
0,0,4,0,0,7,1.08,61.44,0
0,0,7.4,2,1,4,2,61.81,0
0,0,14.9,0,0,5,4.02,54.87,0
1,43,10.9,1,0,3,2.94,63.79,0
0,0,9.3,1,0,1,2.51,64.77,0
0,0,10.4,5,0,3,2.81,58.5,0
1,15,9.1,1,0,4,2.46,56.31,0
0,0,7.5,1,0,2,2.03,57.57,0
1,33,11.8,4,0,8,3.19,75.61,0
0,0,10.2,1,0,7,2.75,56.78,0
0,0,6.7,3,0,8,1.81,53.16,0
0,0,7.2,1,0,3,1.94,59.47,0
0,0,8,1,0,12,2.16,50.81,0
0,0,15,2,0,7,4.05,66.49,0
1,26,5.4,2,0,3,1.46,74.05,0
1,31,8.9,0,0,3,2.4,45.6,0
0,0,7.6,1,0,7,2.05,63.71,0
0,0,5.5,2,0,4,1.49,63.29,0
0,0,12.4,0,0,5,3.35,48.77,0
0,0,12,0,0,2,3.24,61.5,0
0,0,6.2,1,0,5,1.67,43.33,0
0,0,10.7,2,1,3,2.89,57.63,0
0,0,8.5,2,0,3,2.3,56.67,0
0,0,14.4,2,0,7,3.89,47.93,0
1,35,15.5,0,0,7,4.19,66.73,0
0,0,8,1,0,2,2.16,55.68,0
1,32,8.7,1,0,7,2.35,69.35,0
0,0,8.2,7,0,6,2.21,58.5,0
0,0,5.9,0,0,8,1.59,61.84,0
0,0,13.5,0,0,3,3.65,62.04,0
0,0,15,6,0,4,4.05,60.41,0
1,32,8.1,0,0,5,2.19,53.72,0
0,0,10.6,2,0,3,2.86,47.6,0
1,24,10.6,1,0,4,2.86,77.98,0
0,0,7.5,2,0,3,2.03,40.2,0
0,0,13.2,2,0,5,3.56,55.24,0
0,0,8.3,0,0,6,2.24,43.93,0
0,0,5.2,1,0,2,1.4,71.98,0
0,0,11,1,0,4,2.97,57.06,0
0,0,9.2,1,0,2,2.48,43.07,0
0,0,4.4,1,0,14,1.19,47.83,0
0,0,9.3,1,0,5,2.51,71.78,0
0,0,13.8,1,0,3,3.73,47.75,0
0,0,7.9,1,0,4,2.13,51.83,0
0,0,10.8,1,0,2,2.92,32.92,0
0,0,14,0,0,6,3.78,56.43,0
1,24,11.4,0,0,5,3.08,48.13,0
1,24,7.8,2,0,5,2.11,53.31,0
0,0,6.6,1,0,5,1.78,64.89,0
0,0,9.8,0,0,4,2.65,57.26,0
0,0,12,1,0,2,3.24,42.02,0
0,0,10,1,0,2,2.7,69.89,0
0,0,11.2,1,0,2,3.02,44.12,0
0,0,13,4,0,3,3.51,72.44,0
1,37,9.2,0,0,4,2.48,62.43,0
0,0,6.7,2,0,2,1.81,60.8,0
0,0,14.3,1,0,2,3.86,52.62,0
0,0,11.9,2,0,8,3.21,47.47,0
0,0,15.5,0,0,4,4.19,62.63,0
0,0,6.5,2,0,5,1.76,62.64,0
0,0,6.4,0,0,2,1.73,61.51,0
0,0,12.6,1,0,2,3.4,65.85,0
0,0,11.5,2,0,6,3.11,56.56,0
1,28,11,1,0,4,2.97,56.13,0
0,0,8.4,1,0,3,2.27,54.14,0
0,0,11,1,0,3,2.97,70.01,0
0,0,7.9,1,0,3,2.13,47.9,0
0,0,11.6,4,0,2,3.13,58,0
0,0,10.7,3,0,2,2.89,58.13,0
1,39,8.6,2,0,3,2.32,58.25,0
0,0,8.6,2,0,8,2.32,57.83,0
1,34,10.3,0,0,5,2.78,57.23,0
1,23,7.1,2,0,3,1.92,62.43,0
1,23,12.3,3,0,3,3.32,67.21,0
0,0,12.8,2,0,5,3.46,50.13,0
0,0,13.3,3,0,3,3.59,63,0
0,0,4.2,0,0,3,1.13,72.14,0
0,0,7.7,3,0,2,2.08,60.79,0
1,30,10.8,1,0,5,2.92,55.34,0
1,31,13.3,1,0,2,3.59,62.36,0
0,0,12.2,0,0,4,3.29,59.71,0
0,0,9.2,0,0,3,2.48,63.26,0
0,0,8.8,0,0,4,2.38,62.85,0
0,0,11.5,1,0,1,3.11,62.1,0
0,0,5,3,0,5,1.35,62.35,0
0,0,11.8,1,0,3,3.19,62.86,0
0,0,12.3,0,0,2,3.32,49,0
1,31,9.5,6,0,7,2.57,56.77,0
0,0,13,0,0,6,3.51,48.76,0
0,0,7.8,0,0,5,2.11,48.35,0
0,0,11.6,3,0,8,3.13,59.4,0
1,24,6.9,1,0,4,1.86,53.31,0
1,33,13,1,0,18,3.51,52.89,0
0,0,9,1,0,4,2.43,67.59,0
0,0,9.9,1,0,1,2.67,61.74,0
1,15,11.8,1,0,9,3.19,43.68,0
0,0,17,3,0,4,4.59,53.62,0
0,0,13.6,1,0,3,3.67,73.05,0
1,35,7.9,2,0,2,2.13,56.09,0
0,0,9.6,0,0,2,2.59,47.62,0
1,33,10.4,3,0,6,2.81,75.07,0
0,0,7.5,1,0,5,2.03,53.89,0
0,0,11.6,0,0,5,3.13,48.21,0
0,0,11.3,2,0,3,3.05,65.02,0
0,0,14.7,0,0,3,3.97,62.14,0
0,0,7.9,0,0,3,2.13,53.9,0
0,0,8.4,1,0,4,2.27,49.55,0
1,32,6.8,2,0,3,1.84,50.29,0
1,38,8.2,0,0,3,2.21,57.93,0
1,27,12.3,1,0,3,3.32,56.52,0
0,0,9.8,2,1,4,2.65,59.29,0
0,0,8.3,2,0,4,2.24,67.6,0
0,0,6,1,0,7,1.62,52.65,0
1,42,11.4,2,0,2,3.08,44.78,0
0,0,11.3,3,0,3,3.05,55.72,0
0,0,3.8,0,0,4,1.03,72.31,0
0,0,9.7,2,0,6,2.62,60.33,0
0,0,8,2,0,5,2.16,48.48,0
0,0,13.1,1,0,5,3.54,56.52,0
0,0,12,0,0,4,3.24,43.41,0
0,0,11.9,0,0,2,3.21,69.83,0
0,0,8.6,1,0,3,2.32,48.43,0
0,0,9.1,2,0,4,2.46,61.18,0
0,0,11.3,1,0,3,3.05,50.31,0
1,33,14.2,2,0,3,3.83,55.91,0
0,0,8.4,1,0,12,2.27,50.01,0
0,0,7.2,0,0,5,1.94,52,0
0,0,7.8,2,0,8,2.11,48.46,0
0,0,11.2,1,1,3,3.02,57.61,0
1,11,12.3,1,0,1,3.32,82.31,0
1,28,10,2,0,2,2.7,50.78,0
0,0,0,1,0,0,0,66.29,0
0,0,16.5,0,0,5,4.46,68.62,0
0,0,5.3,1,0,9,1.43,48.44,0
0,0,9.5,1,0,5,2.57,63.66,0
0,0,10.6,2,0,6,2.86,62.5,0
0,0,13.1,2,0,9,3.54,45.96,0
0,0,10,2,0,1,2.7,60.65,0
1,32,12,3,0,2,3.24,52.87,0
0,0,10.7,0,1,5,2.89,47.52,0
0,0,10.7,2,0,2,2.89,53.49,0
0,0,9.2,4,0,5,2.48,64.18,0
1,38,16.1,0,0,6,4.35,71.64,0
0,0,10.2,3,0,8,2.75,55.73,0
0,0,9.3,4,0,3,2.51,59.8,0
0,0,6.4,0,0,5,1.73,70.37,0
0,0,7.1,0,0,7,1.92,58.91,0
0,0,7.7,0,0,3,2.08,64.93,0
0,0,8.4,1,0,9,2.27,52.28,0
1,25,12.9,2,0,10,3.48,43.23,0
0,0,10.3,0,0,2,2.78,72.44,0
0,0,10.1,2,0,3,2.73,57.5,0
0,0,8.7,1,0,3,2.35,47.66,0
0,0,8.5,1,0,2,2.3,51.22,0
0,0,7,0,0,3,1.89,53.54,0
1,38,13.3,1,0,4,3.59,42.1,0
0,0,8.6,0,0,6,2.32,58.03,0
0,0,8.8,1,0,3,2.38,63.81,0
0,0,15.3,1,0,3,4.13,52.35,0
1,31,10.3,1,0,9,2.78,61.11,0
1,26,9.9,1,0,3,2.67,42.79,0
0,0,10.7,1,0,2,2.89,42.44,0
1,29,9.9,0,0,6,2.67,68.26,0
1,25,11.8,0,0,4,3.19,71.02,0
0,0,12.2,1,0,6,3.29,60.76,0
0,0,10.3,0,0,5,2.78,55.99,0
0,0,12.5,1,0,4,3.38,57.87,0
0,0,11.9,1,0,9,3.21,53.11,0
0,0,5,1,0,9,1.35,64.75,0
0,0,7.6,1,0,4,2.05,50.53,0
0,0,12.5,2,0,7,3.38,67.4,0
0,0,8.9,0,0,8,2.4,57.98,0
0,0,8.2,1,0,3,2.21,66.15,0
0,0,0,0,0,0,0,57.36,0
0,0,11.8,3,0,1,3.19,65.93,0
0,0,12.4,3,1,6,3.35,64.89,0
0,0,12.3,3,0,5,3.32,71.88,0
0,0,12.4,2,0,4,3.35,70.05,0
0,0,6.9,3,0,6,1.86,56.44,0
0,0,8.2,1,0,4,2.21,68.76,0
1,42,12.9,0,0,2,3.48,50.63,0
0,0,13.3,2,0,4,3.59,62.63,0
0,0,10.4,0,0,3,2.81,53.16,0
0,0,10,2,0,3,2.7,56.85,0
0,0,9.5,1,0,13,2.57,55.96,0
0,0,6.5,2,0,8,1.76,43.73,0
0,0,7.2,0,0,8,1.94,67.49,0
0,0,6,1,0,3,1.62,72.39,0
0,0,14.2,1,0,4,3.83,52.95,0
1,29,13,1,0,2,3.51,81.38,0
0,0,5.1,1,0,4,1.38,58.01,0
1,35,8.3,1,0,4,2.24,69.15,0
0,0,9.1,2,0,4,2.46,58.89,0
0,0,12.2,0,0,6,3.29,58.51,0
0,0,10.4,4,0,5,2.81,64.18,0
0,0,10.1,3,0,5,2.73,62.02,0
1,29,12.8,3,0,7,3.46,57.51,0
0,0,5.8,3,0,2,1.57,58.1,0
0,0,7.9,0,0,1,2.13,51.26,0
0,0,7.4,2,0,9,2,59.97,0
0,0,17.1,0,0,6,4.62,57.98,0
0,0,13.3,0,0,2,3.59,47.69,0
0,0,10.6,1,0,4,2.86,64.79,0
1,15,10.9,1,0,4,2.94,64.99,0
0,0,11.7,3,0,3,3.16,63.26,0
0,0,11.8,1,1,7,3.19,62.09,0
0,0,12.3,3,0,4,3.32,56.84,0
0,0,11.3,3,0,5,3.05,66.64,0
0,0,12.1,1,0,6,3.27,50.55,0
1,24,10,2,0,3,2.7,57.4,0
0,0,9.9,1,0,5,2.67,61.94,0
0,0,12.8,2,0,9,3.46,48.42,0
1,19,7.3,2,0,4,1.97,44.04,0
1,19,16.9,0,0,3,4.56,62.54,0
0,0,9,2,0,2,2.43,39.18,0
0,0,12.7,1,0,2,3.43,36.09,0
1,25,13,1,0,5,3.51,65.99,0
1,37,11.8,1,0,4,3.19,42.52,0
0,0,9,1,0,3,2.43,64.54,0
1,33,12.2,2,0,3,3.29,72.27,0
1,34,11.3,1,0,1,3.05,60.47,0
0,0,13.6,1,0,6,3.67,54.17,0
0,0,11.7,2,0,3,3.16,64.37,0
1,39,10.1,1,0,3,2.73,62.05,0
0,0,7.9,1,0,6,2.13,62.45,0
1,29,10,0,0,5,2.7,67.68,0
0,0,10.8,2,0,1,2.92,58.12,0
0,0,5.1,0,0,2,1.38,51.84,0
0,0,4,1,0,5,1.08,55.61,0
1,32,10.6,0,0,5,2.86,70.21,0
0,0,9.7,3,0,7,2.62,49.45,0
0,0,9.6,2,1,8,2.59,43.85,0
1,24,11.3,0,0,4,3.05,58.03,0
0,0,8.8,1,0,4,2.38,56.92,0
0,0,5.6,1,0,5,1.51,41.46,0
1,26,8.1,1,0,2,2.19,62.17,0
0,0,11.8,1,0,7,3.19,53.94,0
0,0,7.8,1,0,5,2.11,51.58,0
0,0,11.1,1,1,6,3,60.85,0
0,0,6.4,0,0,7,1.73,47.44,0
1,28,10.6,0,0,2,2.86,42.59,0
0,0,10.9,0,0,2,2.94,48.98,0
1,30,7.1,1,0,5,1.92,70.12,0
1,32,12,2,0,3,3.24,52.15,0
0,0,12.2,3,0,3,3.29,47.23,0
0,0,12.9,1,0,1,3.48,57.68,0
0,0,7.6,1,0,11,2.05,57.34,0
0,0,5.4,1,1,5,1.46,49.1,0
0,0,15.2,0,0,2,4.1,63.34,0
0,0,12.8,1,0,3,3.46,51.63,0
0,0,9.2,2,0,5,2.48,57.25,0
0,0,10.9,1,0,5,2.94,71.25,0
1,39,5.8,1,0,7,1.57,47.92,0
1,32,8.6,0,0,2,2.32,55.7,0
0,0,9.7,4,0,2,2.62,60.37,0
0,0,14.1,3,0,4,3.81,51.37,0
1,36,11.2,3,0,2,3.02,56.47,0
1,23,7.3,1,0,14,1.97,65.7,0
0,0,13.1,0,0,4,3.54,63.82,0
1,35,7.5,1,0,6,2.03,68.68,0
1,32,9,2,0,1,2.43,58.4,0
0,0,9.7,2,0,3,2.62,65.92,0
0,0,9.8,3,0,7,2.65,66.64,0
1,12,8.7,0,0,5,2.35,54.71,0
1,26,5.9,2,0,9,1.59,70.88,0
0,0,9.3,1,0,2,2.51,54.28,0
1,28,11.2,0,0,5,3.02,54.31,0
0,0,8.9,0,0,8,2.4,41.03,0
0,0,9.2,2,1,3,2.48,55.4,0
0,0,13.2,1,0,2,3.56,58.95,0
0,0,11,1,0,3,2.97,63.94,0
0,0,6.9,1,0,2,1.86,61.08,0
0,0,11.9,4,0,3,3.21,72.1,0
1,26,13.4,2,0,3,3.62,47.92,0
1,33,7.6,1,0,4,2.05,70.57,0
1,25,11.6,1,0,4,3.13,69.86,0
1,35,8,2,0,5,2.16,69.07,0
0,0,12.6,0,0,3,3.4,52.13,0
1,39,5.1,1,0,7,1.38,61.84,0
0,0,8.5,1,0,3,2.3,60.07,0
1,25,9.7,0,0,4,2.62,51.04,0
1,25,11.3,2,0,5,3.05,52.45,0
0,0,10.2,3,0,3,2.75,62.01,0
1,35,12.8,0,1,3,3.46,63.36,0
0,0,7.9,1,0,2,2.13,71.38,0
0,0,7.9,1,0,1,2.13,61.55,0
0,0,12.6,1,0,8,3.4,60.33,0
0,0,11.8,1,0,4,3.19,66.47,0
0,0,9.5,2,0,3,2.57,51.24,0
0,0,11.3,1,0,6,3.05,62.74,0
0,0,5.9,3,0,6,1.59,48.22,0
1,31,10.7,4,0,4,2.89,58.22,0
1,28,7.6,3,0,3,2.05,74.59,0
0,0,10.9,1,0,5,2.94,60.32,0
0,0,15.7,2,0,5,4.24,54.68,0
0,0,12.6,2,0,5,3.4,52.25,0
0,0,4.9,3,0,5,1.32,65.48,0
1,31,11.4,1,0,4,3.08,61.42,0
0,0,9.3,1,0,9,2.51,52.57,0
0,0,11.4,1,0,3,3.08,37.18,0
0,0,11.4,2,0,4,3.08,57.88,0
1,33,12.3,0,0,6,3.32,55.99,0
1,37,8.9,1,0,4,2.4,57.58,0
0,0,7.5,2,0,5,2.03,47.82,0
0,0,10.6,1,0,2,2.86,69.9,0
0,0,8.9,0,0,3,2.4,33.51,0
0,0,9.8,2,0,7,2.65,45.43,0
0,0,10.6,4,0,2,2.86,58.44,0
0,0,10.1,0,0,4,2.73,55.15,0
0,0,11.7,3,0,5,3.16,50.11,0
0,0,10.1,2,0,3,2.73,55.13,0
0,0,16.5,5,0,7,4.46,64.48,0
0,0,9.1,3,1,10,2.46,72.14,0
1,35,11,1,0,2,2.97,60.85,0
1,38,7.7,1,0,2,2.08,68.93,0
0,0,11.2,2,0,5,3.02,54.97,0
0,0,9,5,0,3,2.43,62.05,0
0,0,8.8,1,0,5,2.38,51.34,0
0,0,11.6,0,1,8,3.13,61.96,0
0,0,7.8,2,0,4,2.11,71.25,0
0,0,5.2,1,0,4,1.4,45.5,0
0,0,9.9,3,0,10,2.67,56.88,0
0,0,8.8,2,0,3,2.38,64.61,0
0,0,8.3,4,1,4,2.24,63.2,0
0,0,10.8,0,0,3,2.92,51.2,0
0,0,6,2,0,3,1.62,54.91,0
0,0,18,1,0,5,4.86,58.19,0
0,0,11.2,2,1,7,3.02,68.17,0
1,20,12.5,2,0,4,3.38,56.9,0
0,0,7.1,3,0,4,1.92,55.9,0
0,0,11.5,4,0,7,3.11,58.2,0
0,0,10.5,1,0,4,2.84,48.96,0
1,39,10.1,1,0,5,2.73,74.01,0
0,0,9,0,0,3,2.43,49.9,0
0,0,5.4,1,0,7,1.46,61.67,0
0,0,10.8,0,0,7,2.92,67.56,0
0,0,8.7,0,0,6,2.35,63.08,0
0,0,13.2,4,0,2,3.56,60.22,0
0,0,11.2,0,0,2,3.02,56.87,0
1,24,14.7,1,0,7,3.97,65.37,0
0,0,13.1,2,0,5,3.54,56.54,0
0,0,11.5,0,0,4,3.11,53.28,0
0,0,10.4,4,0,6,2.81,73.04,0
0,0,15,2,0,4,4.05,42.64,0
1,46,9,4,0,3,2.43,66.65,0
1,14,7.5,1,0,8,2.03,47.2,0
0,0,7.7,2,0,3,2.08,54.04,0
0,0,4.4,1,0,4,1.19,66.6,0
0,0,10.5,0,0,4,2.84,51.43,0
0,0,9.1,0,0,3,2.46,70.45,0
1,30,14.5,1,0,5,3.92,59.13,0
0,0,9.3,0,0,7,2.51,67.9,0
0,0,12.4,1,0,9,3.35,65.25,0
0,0,9.2,1,0,5,2.48,47.95,0
0,0,8.4,0,0,3,2.27,58.54,0
0,0,8.8,2,0,3,2.38,68.99,0
1,31,12.9,2,0,4,3.48,63.74,0
1,22,7.8,1,0,6,2.11,73.89,0
0,0,10.2,3,0,2,2.75,60.97,0
0,0,7.3,3,0,4,1.97,43.31,0
0,0,12.9,1,0,4,3.48,64.49,0
0,0,8.8,3,0,2,2.38,44.78,0
0,0,10.8,2,0,2,2.92,54.2,0
0,0,9.8,3,0,1,2.65,58.67,0
0,0,13.8,0,0,4,3.73,58.01,0
0,0,11.4,2,1,3,3.08,58.1,0
0,0,8.9,1,0,7,2.4,61.73,0
0,0,6.4,1,0,2,1.73,57.02,0
0,0,7.3,2,0,1,1.97,59.88,0
0,0,6.3,3,0,4,1.7,52.22,0
0,0,11.8,2,0,2,3.19,60.02,0
0,0,8.7,2,0,6,2.35,61.01,0
0,0,7.7,2,0,2,2.08,60.24,0
0,0,6.1,3,0,3,1.65,68.1,0
1,31,14.5,2,0,4,3.92,58.86,0
0,0,8.9,1,0,5,2.4,62.41,0
0,0,9.3,0,0,11,2.51,65.01,0
0,0,12.6,2,0,5,3.4,55.12,0
0,0,6.3,2,0,9,1.7,67.18,0
0,0,10.1,1,0,9,2.73,64.18,0
0,0,8,2,0,7,2.16,50.12,0
1,29,13.8,2,0,2,3.73,57.17,0
0,0,7.6,3,0,2,2.05,64.89,0
1,32,10.5,3,0,4,2.84,65.7,0
1,30,10.8,1,0,12,2.92,65.77,0
0,0,11.3,0,0,2,3.05,58.08,0
0,0,11.1,3,0,6,3,72.34,0
0,0,9.3,2,0,3,2.51,57.38,0
0,0,14.7,1,0,1,3.97,60.55,0
1,28,11.5,1,0,2,3.11,71.06,0
1,24,4.1,2,0,5,1.11,54.43,0
0,0,10.6,0,0,8,2.86,60.73,0
0,0,10.3,0,0,3,2.78,67.67,0
0,0,11.9,1,0,5,3.21,58.87,0
1,22,5.6,2,0,3,1.51,49.31,0
0,0,11.9,1,0,5,3.21,42.58,0
1,16,13.1,0,0,4,3.54,46.24,0
0,0,11,0,0,3,2.97,52.11,0
0,0,12.8,2,0,3,3.46,54.86,0
0,0,11.3,1,0,4,3.05,53.82,0
0,0,12.8,3,0,6,3.46,55.05,0
0,0,14.9,0,0,2,4.02,70.11,0
0,0,13.1,2,0,8,3.54,41.29,0
0,0,13.6,1,0,2,3.67,69.79,0
0,0,9.9,3,0,2,2.67,38.18,0
1,31,7.7,3,0,6,2.08,51.96,0
0,0,11.6,1,0,3,3.13,61.66,0
0,0,12.3,3,0,1,3.32,43.91,0
0,0,8.6,1,1,4,2.32,66.61,0
0,0,11.5,4,0,6,3.11,61.48,0
0,0,7.3,1,0,9,1.97,60.02,0
0,0,6.6,1,0,2,1.78,58,0
0,0,8.9,1,0,5,2.4,61.62,0
0,0,8.2,1,0,6,2.21,44.69,0
1,32,8.5,0,0,7,2.3,58.76,0
1,42,11.3,0,0,10,3.05,70.49,0
1,43,8.9,1,1,4,2.4,58.53,0
0,0,10.2,3,0,2,2.75,65.86,0
0,0,12,1,0,2,3.24,43.35,0
0,0,11,1,0,1,2.97,60.22,0
1,39,9.1,2,0,4,2.46,75.07,0
1,21,8.2,2,0,2,2.21,53.89,0
0,0,10.1,3,0,3,2.73,35.38,0
0,0,8.9,0,0,3,2.4,45.58,0
1,35,7.1,0,0,3,1.92,51.54,0
0,0,7.6,1,0,3,2.05,49.37,0
0,0,9.9,4,1,6,2.67,58.63,0
0,0,15.3,1,0,4,4.13,65.01,0
0,0,9.3,1,0,6,2.51,37.88,0
1,29,8.4,3,0,5,2.27,55.88,0
0,0,9.1,0,0,8,2.46,71.23,0
0,0,13,1,0,4,3.51,71.44,0
0,0,12.2,0,0,4,3.29,53.99,0
1,27,11.5,4,1,5,3.11,57.8,0
1,19,11,1,0,4,2.97,52.08,0
0,0,11.7,4,0,2,3.16,60,0
0,0,0,3,0,0,0,47.14,0
0,0,11.9,0,0,4,3.21,59.79,0
0,0,5.7,1,0,4,1.54,66.77,0
0,0,10.6,0,0,1,2.86,50.13,0
1,39,9.5,3,0,1,2.57,43.04,0
0,0,8.9,1,0,8,2.4,57.28,0
0,0,11.8,1,0,3,3.19,53.31,0
1,30,8.4,0,0,2,2.27,64.34,0
0,0,12.2,1,0,5,3.29,60.6,0
0,0,7.7,1,0,6,2.08,54.31,0
1,24,9.4,1,0,4,2.54,54.94,0
1,20,9.8,0,0,6,2.65,60.1,0
0,0,9.7,1,0,4,2.62,57.99,0
0,0,9.1,0,0,1,2.46,53.17,0
0,0,7.6,3,0,3,2.05,66.15,0
0,0,10.7,1,0,7,2.89,40,0
0,0,6.6,2,0,12,1.78,39.92,0
1,20,10.4,0,0,7,2.81,75.69,0
1,31,5.6,1,0,1,1.51,59.36,0
1,28,10.4,1,1,3,2.81,39.55,0
0,0,11.7,0,0,5,3.16,55.05,0
